login_attempts_per_min,files_accessed_per_min,cpu_usage_avg,network_out_mb,process_count
2,10,19.95477975100981,4.5875070632685775,72
41,166,84.91901120335852,194.9406771014117,192
2,7,37.79923862131757,3.0575712785028313,36
1,12,37.46519304621812,1.8548728481735117,34
2,1,33.76064085899803,4.3378052231927455,46
1,2,14.377032918835774,4.989281957248625,49
0,17,20.30716047409662,0.8156654102297098,48
2,12,8.502666897421705,0.968944861272594,73
2,1,19.88147696862051,3.0341580965019923,51
1,11,39.73882170696506,3.1642701388553114,60
0,14,13.003799259923769,3.883266989161631,54
1,3,18.950958351816134,0.6213777173150452,51
0,5,24.936534628113684,4.027902620565934,31
1,11,10.758316218792968,4.219522508158322,41
0,14,10.907717715673474,3.6740316476712955,39
2,10,21.90518004570878,1.9880628660252495,48
1,15,11.769139990960198,0.9968949820690042,39
0,12,31.10024021619421,4.283601258089202,70
2,5,16.939410251211505,4.738022707024948,49
1,19,11.645332923036005,1.6923817261045087,41
0,8,38.974191879397935,4.599521188157178,46
1,7,5.69764537734984,0.6818353474977912,40
0,4,30.013116776538524,3.662471208273769,69
2,16,13.036395376520861,2.985666699460233,48
0,7,30.7043543692113,4.052018304438837,50
0,14,14.677973693915181,3.234653874091721,55
0,19,11.029219393606489,4.10297982072258,70
1,17,27.346762723191066,2.004337477523533,38
0,4,35.6251701265207,2.5142677762104584,69
1,5,34.659352080275966,4.864907678610034,66
2,8,37.9042687296863,2.9861927893157976,30
2,4,38.44808283784142,1.4958103612199993,52
0,6,12.97559911321283,0.6274840012779732,66
1,1,7.127813746841737,2.276199272591979,39
1,8,14.135266602965332,2.1810414602895403,77
2,9,12.197914658530443,1.197193188850225,66
0,1,16.39832963038202,4.967774583359167,39
2,19,12.152211828087385,3.5686044136607813,36
0,15,22.282734932093046,3.2450693284554504,53
2,9,13.083004380092428,1.7629389460628764,43
1,1,17.662040043594168,4.654171158197995,46
2,17,10.95061722612687,4.801540246266111,60
1,5,9.540600824942256,1.3392796630883106,45
2,8,15.929713987566057,4.1237410697731605,66
2,10,35.993905084450525,3.6011396070757424,61
2,18,26.056112344606355,1.6278436979180009,62
1,16,5.280377090069452,3.848621664528873,42
2,15,28.652732239660658,1.5146422931680583,62
2,14,19.36079910703682,3.133518451339119,51
2,6,20.01384453263294,2.9868868231886454,53
0,3,7.8201232294708785,0.6944873851356836,51
1,15,10.542327292944337,4.828723193901979,70
0,6,23.41726070860622,2.6159874271525405,46
0,4,9.139937323435484,4.5820101297513665,78
1,13,14.620549045478954,1.4235127471171771,32
0,16,19.358350280110507,3.9774915783091505,68
0,6,19.37022431200962,2.8143308799057696,45
2,12,25.229516613780465,3.2599498180432214,38
0,1,11.85616816119095,3.290961117836355,41
1,11,38.133621216310566,2.42800322924608,60
2,19,39.95083019227737,4.214423966937458,36
2,6,28.19804298557979,4.964936841603409,62
0,4,9.776694569772838,4.33224232692492,60
2,17,38.28538495608391,1.4130561462746511,57
0,12,9.064581389166438,4.7135992133497195,50
1,1,13.468012064573525,2.8011518591290865,74
2,18,25.70659374826083,2.270742342944781,67
0,18,9.732535459755404,3.5547732955244458,39
2,14,22.17041269969956,4.093211861681352,43
1,4,25.692649765524134,3.694247365256171,65
1,2,32.85214662126218,0.8454087888533747,56
0,17,35.431467602822025,4.412941039588402,59
2,3,31.30585567067407,4.685208895918625,56
2,18,9.91637340041694,3.5496598525496337,68
1,11,10.116828474545006,1.593654372826949,59
2,14,23.57984470130056,2.5635926236142463,32
1,18,27.42997057822626,1.5657349525350859,72
2,8,21.70302791934888,1.8922529616045978,75
2,16,30.038489578093497,4.971132115124382,55
1,1,27.10708225203398,4.8809482787995355,49
0,15,6.892932319758336,3.0287788606589974,62
1,14,16.818406235765732,4.346583367649472,43
2,3,39.211962630358606,0.844628866372052,73
1,11,31.215988976573573,4.844159650871577,38
2,4,13.192609795381113,2.942453402776645,66
2,18,24.9752809532105,3.5969936575971326,67
1,8,11.314560442295083,4.212196399869139,37
1,19,10.505497883886434,0.6041203255468801,61
0,8,37.39452031449457,0.9622867445983228,42
2,17,6.729998415175002,0.7837784761993534,70
1,15,8.788635795086865,1.5302491739520776,76
2,2,31.480724099428272,2.8350895523456034,49
1,2,17.235706907285472,1.5382648744614278,66
0,11,7.995349617680143,1.6279326368221254,34
0,1,19.94682991936244,0.5851009171772051,30
2,13,8.604591381680386,0.9428755854489705,55
1,18,31.215924884470915,4.299997380053542,34
1,18,9.304921628504554,2.9341980613164163,75
0,14,12.25636288698676,1.2512281823926599,50
1,6,33.6887278531376,2.657078318277099,75
0,13,6.878627548340699,3.137813918252041,47
0,5,39.141045748256566,1.9426093231824573,40
0,15,14.40180283000541,4.057227970407393,36
2,10,11.745638980241624,0.8733044963784071,53
0,13,25.400074893175915,3.7558516242281037,73
2,6,11.717527504768885,3.8892722951137264,69
1,8,37.21532077796705,2.0543478872917977,41
0,19,15.741955493366738,2.0184733506540606,35
2,8,12.846532496912616,3.236168038670555,66
2,8,23.062176314457624,4.3854802295237585,64
1,17,8.327191444044635,1.414707029649847,47
0,3,5.271059448196137,4.623636462011329,32
2,18,18.98472655302797,2.977763247496717,55
0,10,7.554359429098021,1.6541798621449944,59
0,8,19.47039222703426,4.104530402804706,66
0,4,38.56834732176863,1.6437798592921458,31
0,4,32.744751210896624,2.3769665560853723,37
2,6,15.712483616816046,4.7073022748528786,77
2,11,32.638296911267005,3.5021110643234765,54
2,13,30.74429111505343,0.9980923107089834,68
0,10,34.53906197072937,4.022162467386489,73
2,12,11.916371054914286,3.2330851791580644,70
2,5,30.037795309274884,0.5047414578814302,77
2,1,29.76183511146952,1.8483771665939173,60
1,12,16.153921925119512,3.8928552001830754,53
2,14,23.287085900059243,0.714556633494919,79
0,12,17.565911928453676,2.990007318886808,74
2,2,30.504682633618174,1.897897831711464,78
0,17,25.567394771283766,4.842261823564808,79
1,10,10.817164473444272,3.1198893619552557,36
2,14,8.821068813381515,1.7318137283844264,48
0,18,19.060678234212638,1.062614817378751,48
2,1,17.116788771403172,1.8612536951266236,43
1,10,11.19627504167463,2.216840551805118,34
1,11,24.130432945608494,1.0863569828551485,30
0,15,21.44890062439043,0.7442859627084796,33
0,3,34.07746557014577,3.6828023718981906,72
2,18,27.59981567516552,3.8592765664020545,75
2,4,37.78905742980107,4.24162460934024,63
2,14,14.880542261554542,3.1871394415366243,66
1,5,17.75872528935144,2.507445266541458,44
0,3,19.066683060465813,0.5667623772992182,74
2,11,34.64815827419435,1.5304254758066245,78
1,14,25.73804652098993,2.749349007283296,55
2,7,25.84410114393125,1.8276692485910262,37
1,10,17.877636042499184,1.3954319871839074,36
1,9,26.87658448510187,4.698824162582521,55
1,12,12.681838128956413,2.1914446403368064,64
1,3,34.89881479393526,1.3965921505836407,79
1,15,35.856445111090395,2.9132341053875295,34
2,17,32.53863853455793,3.956861880550022,38
2,1,6.436303555252807,3.85971703748235,35
1,15,18.78233534025195,3.505656058619201,73
0,6,14.584013850418808,4.47270214106047,61
1,7,38.72878721250417,0.5569393433840227,77
0,6,5.593009504072748,4.4764346331090765,76
0,16,27.971405358554577,2.9644845227492453,45
2,12,27.705295865836916,1.6070188751597048,42
2,8,20.82088576256329,0.763365971639671,33
1,17,5.8374828332039765,0.6405919748154839,59
0,7,32.26157204471208,3.5537871958720255,57
1,18,22.77464632026793,0.9455327881373097,41
2,9,32.40150765703362,4.271716428363824,72
1,3,18.01539462080291,4.719762568331739,36
0,7,22.76980696504393,3.728850403215249,47
0,5,13.985405386586852,0.9004877836719283,36
2,9,15.697940916641437,4.2307587690433595,48
45,92,87.04456847343442,145.28848558553992,187
0,8,36.535380882691356,2.5270853586257136,40
2,18,17.52812990319348,0.8564514500706256,69
0,18,35.452601499530175,0.6939041264164203,37
0,18,5.836102594552649,3.461250635863572,77
1,16,11.269612343252913,1.0049287957840456,54
1,18,12.99719010988765,2.7109269696902896,46
2,3,5.1090843918369995,3.0762615906379414,30
0,6,27.024656353667265,3.5827582850680826,38
2,8,16.58010530324744,2.9243948756282307,64
0,3,21.09312954571745,4.208785852409797,43
0,5,11.734465119810949,0.8179962971201797,36
1,18,8.670072112326704,3.177532890612643,47
0,13,13.093580229636093,1.6198837220113356,31
1,3,5.118569742071016,1.9563654508093653,34
2,19,10.93656354767042,0.9786477651546475,47
0,14,17.692501857948315,3.0688795007206,58
1,16,15.881523717954185,4.888999196181954,64
2,11,8.27691934098771,4.200641037629161,76
0,15,38.24810036179847,0.5976419276886169,62
0,2,37.87225583547467,1.0380914382778743,76
1,3,26.121586961917128,0.6326073990723646,54
0,6,35.37398539422024,1.0240547469784174,65
0,11,33.570225397555845,3.5615829531741374,53
1,17,28.836632407306624,0.5321673309776973,62
1,18,29.288022291121667,1.1983942784412518,44
2,17,15.261529098978697,2.7163999341974074,42
0,17,9.10819219366047,0.7185437302211544,75
44,115,96.88409287494174,96.46249659099738,199
2,16,10.427644230517771,3.598905313663037,43
0,1,33.79627136939163,0.8231438753691372,56
1,5,23.811698738896503,2.5589508494631885,44
1,10,10.27676858125273,4.379365433588668,42
1,17,32.82950628075948,2.9672834304630458,35
2,14,35.84671063795513,1.885043408329568,55
2,19,18.212358284958224,3.921643687231285,36
0,8,15.341294458379133,1.3791440806708128,52
0,3,24.645885590579557,2.908234215964955,42
2,15,37.43128382375778,2.0186900144354984,47
2,6,31.298450914412737,1.1914342139090734,38
30,135,93.33139934949689,196.94394063565807,161
0,8,17.103918878492415,3.573819367311243,60
2,17,18.811867833148263,0.8283304308172206,46
2,7,6.010474697250178,3.548397464304852,58
1,17,7.85431303792158,1.9356559105610673,39
0,2,25.80365354182258,2.5081705223131725,39
1,2,32.0635908204665,1.0220312678384733,69
0,9,6.641613910314871,0.6412199955655176,71
2,6,38.60828852235478,4.286835095316315,66
2,17,36.821206743652496,3.851557137961295,69
2,6,19.436681320668434,1.8737960140075263,74
1,14,39.200804049617865,1.7388943416706757,71
0,14,13.850444807894593,2.8320222936148203,64
0,14,37.79759685464549,0.864508403525912,75
1,16,37.551932830155096,4.796945992477972,66
0,10,19.926554816817536,4.227773585357658,69
2,8,36.36723855418097,2.0505977028180515,44
2,3,34.506323528193334,3.459917184355401,40
1,18,24.77896048385541,3.064865545376809,40
2,4,37.340363719756525,0.8745869717245152,69
1,14,19.599399449568935,4.204030226287122,35
1,17,22.896188915788418,2.557691955998361,47
2,7,26.942930988950383,1.65614858699402,54
0,4,15.108640881879431,3.1877985580839407,70
2,16,33.643468114232085,3.3011102076952588,32
1,6,39.84471031748963,3.562421761717633,32
1,17,28.49550813263374,2.198450256837339,40
1,15,21.85939317729834,4.957172347144399,72
1,10,16.105734822585,3.666142524081147,54
0,15,29.039230342706972,3.7535040107469224,61
2,19,25.610788472969617,4.288759536123045,36
1,12,27.156367136394255,4.173846721596241,75
2,15,10.639314636279613,2.7871416749546274,75
1,17,23.44301654139945,4.474533989955189,37
1,11,14.830608238501037,3.1476701483979324,48
1,16,28.62478029106649,2.609781442637923,70
0,3,24.8782025326797,2.3651212546885363,66
0,5,11.27387256899365,1.1459705036984227,39
0,9,20.794753630618423,0.8045356844799689,72
0,10,34.558501842040044,3.318722810371836,77
0,4,25.369707808414326,3.638148616580758,41
2,12,15.437105104190655,3.3767144293493807,63
2,9,13.991474977665476,1.8128019545323601,63
0,17,10.396332902484597,3.4391418296766103,51
0,17,33.59873479107332,4.986343253842257,32
2,19,38.0823950174178,4.639931446183918,52
0,15,18.965929710422436,4.376409882611545,76
1,10,7.821091975673714,1.2582684423460442,49
1,8,37.13171559730645,2.1581988292382466,47
2,11,8.714969027754988,3.027556132584733,70
1,2,30.531439919635105,2.5735216480451,59
1,9,28.748020459556756,4.682489007360913,35
2,10,22.49086924765094,2.1970755154727724,36
2,17,23.431751023597407,0.7184351587471081,78
1,1,24.75601512105488,4.948954141892117,76
2,7,7.829870296291801,1.717635288901118,47
1,17,22.352630288100382,4.93754990913052,77
2,1,33.00403562570662,4.011797381292146,32
2,6,22.917915079466116,0.6991331573160902,50
2,10,16.250283904699565,4.480093806885902,41
1,16,31.27134502769088,1.1761267775083026,58
1,1,17.9968333742068,3.1677325771254305,79
0,10,24.972551347946528,1.1514544269742004,45
0,3,35.37655479128253,3.8637759426707112,71
2,2,35.34250507950317,1.0346211426191685,47
1,4,24.11585708239272,1.3117625735987943,61
2,7,27.484019964387553,3.4116729096166445,45
1,10,35.803237270170044,3.0895085262729456,54
0,6,25.67940360783984,4.021002341506897,37
0,12,32.712269936934575,1.2044971570728662,34
0,17,24.694455718133764,4.343508127030669,30
2,3,30.87343493212789,2.673283671955129,43
1,19,31.325489579947007,1.71607864069025,51
2,14,27.371204985174728,0.6042398895750627,30
2,5,29.03008256896122,4.255406336304736,44
2,18,38.777417707302114,2.697188462827099,42
1,17,22.154052515163876,4.896339166892155,31
0,16,7.708052426845104,0.7278382256085605,34
0,6,37.243768876750714,1.3840291322762108,36
1,2,12.193324391298717,4.755314210511575,31
0,6,16.167259187979816,2.2769678237477646,42
1,2,25.751932963622785,4.961557157777726,33
1,7,13.036959874040624,1.3968517735328623,66
2,9,35.0182119768833,4.440202214575825,44
1,17,6.182567096975351,4.853885207261971,79
0,9,26.606377204101076,0.7718093596644685,33
1,17,27.669796641200545,4.4507993891912845,64
0,13,15.736787445237791,1.3389690916153412,54
1,2,37.651676745202856,3.225633627622938,67
2,2,20.580841473877328,1.863758967830054,35
2,9,35.92655261769171,1.4648760325832406,58
32,54,92.3722837051142,178.14640757985111,169
0,19,8.457627345311378,2.3800569853477263,51
2,4,24.730668472535527,4.114215269604987,57
1,2,7.374266999550521,1.5223570573288898,60
1,8,13.983804557913299,1.0679553297645406,64
0,4,35.03417274318426,3.649103752301229,50
1,13,22.73124810329689,1.093262584104583,51
1,16,7.572316192827078,1.9131230675975055,58
0,12,27.65271030555958,2.683342041674244,44
2,3,16.557593958646592,1.5766845316121278,48
0,19,25.525753322073317,2.366754275450183,46
0,4,32.56540606133434,3.7422814497420194,61
0,18,7.79611826588094,1.1697698243255843,62
0,12,9.555036229691042,4.699367061613783,41
44,59,81.71480235192197,89.42420597633543,174
0,10,6.12130840948493,2.6960974678034724,73
2,5,33.15803823970192,1.4615585170363694,37
0,3,18.78039949913847,4.628077085743396,31
0,11,31.722411140550697,3.5618328099348995,53
0,17,29.076646943251816,1.433753129643457,30
2,6,17.670604790008028,3.273467681409498,59
2,12,9.8288878066444,3.397430292118411,34
1,6,20.88120667789512,1.3964605760367015,36
2,18,38.714816513311376,1.110320206635829,56
0,16,38.015010393453124,3.988383844757204,63
2,13,34.03604279210478,2.286558289142897,42
0,5,24.22926392925166,4.1333540323007325,76
2,6,34.21222339668205,1.7579854578254015,53
1,5,31.98994413463395,2.026219727692846,72
0,17,24.29125291637125,2.0450899073182676,52
2,11,18.045729069798178,1.3866966856967318,43
0,16,38.80677256332343,0.9209120036367546,57
2,1,19.193172199051876,2.0842858157656536,33
0,16,34.408466446209815,0.90045442613698,46
0,3,38.6609800369829,4.842937737868087,59
2,17,13.564668301942046,2.9107505763504506,56
1,4,21.843356667216796,3.773788435011029,42
0,18,11.094272531624771,2.56979481668531,34
0,18,31.455070457164855,3.7606813749438075,73
0,11,7.111107825245811,0.9159071007549093,55
2,17,5.18403040642539,4.494200415917501,75
0,17,20.768319101425035,1.7259983178609297,77
2,1,9.880820649449142,4.699055451390645,58
0,17,14.859985391257808,2.99694020072836,51
1,13,30.796690235444636,3.709455811790937,57
0,1,10.317287911317983,1.1438124730044448,34
1,10,12.59045180043369,1.3332530764588313,42
2,6,25.229386842656638,0.8320816765587771,37
1,1,38.5521339289331,1.057551275597564,70
37,193,90.84322552520163,180.99643645541016,154
2,8,22.687672216546915,3.557443666369371,35
2,14,6.226362451961593,4.309420557424314,37
1,10,14.391523110376854,3.9236258633672154,31
0,1,8.503846497200174,3.432983678634165,39
1,10,29.727555575855487,2.6660398665410945,55
1,7,20.600941988892444,3.127528554220868,41
1,2,24.77484221088539,2.2794281104322773,61
1,19,10.154061315550585,2.6944244033528113,36
1,3,24.26808877727335,1.4861004040778254,50
2,4,11.159150597145775,1.0076335059385173,45
0,5,20.418206743297645,1.846642013249772,60
2,18,33.29038427077672,3.4450455032736644,57
2,1,15.352373257867486,4.054978136069005,31
0,15,17.385939714716788,0.5891069489192498,51
0,3,23.433621279528396,2.612625028745061,76
0,11,7.394357960989183,2.6742618352013197,32
0,18,10.69454618078897,3.3255306926973653,62
0,5,24.442022334337253,4.7221164649327605,74
1,1,15.130357107646136,2.5260340965807955,38
0,9,18.352721863938,1.959227632479772,45
1,13,37.21339413208166,4.840871500932861,31
0,18,26.416779607599228,1.790008486884668,40
0,5,28.63483812386368,3.9842287642615486,60
1,13,9.691509328785639,1.9398548818154302,38
1,10,21.022889050642217,0.722653509645561,38
2,16,10.951630419263576,3.6516664044313836,39
2,14,20.5993021875259,3.794278890651665,37
1,7,36.678330034770894,2.207480140143732,31
1,5,28.521775415781608,3.714202844392727,32
1,19,37.30706281851996,0.5104794955882128,63
0,6,7.379279226253259,2.5263119582344036,76
1,17,20.004983058484026,0.7151908504661074,58
0,7,35.421691140475595,1.3622320249774988,43
1,5,34.16961192948065,4.906940707892812,45
0,18,20.293653758843902,2.3737053856165296,73
2,17,14.616034667095526,4.6977542478839975,77
1,7,34.42503598916536,0.5227865623338757,62
1,6,17.359371230183378,2.585706026689582,35
2,6,20.520973869127484,2.1717609731330736,40
2,13,31.18827753946116,0.6712416437673285,35
2,18,28.999685421778373,2.2138640608521145,59
2,6,20.914993525024112,1.090421011219211,48
0,10,9.183746963926708,3.3713782010677082,32
2,3,21.359269842945917,3.942287408604858,49
1,10,6.480261243640022,3.261590443793921,47
1,1,19.651020908042938,3.6199908217925625,49
1,2,33.21034434997089,4.100875177508442,75
1,11,19.381490258034287,0.7494212344934212,70
2,11,9.565081618922912,2.273387017954664,34
2,14,35.31853510560664,1.890939196505276,43
1,10,28.812639631239573,4.485475212370968,43
0,15,27.0841543309218,3.9929508588258957,68
0,10,9.849695353859058,3.941622416853669,75
0,11,38.536124592787,2.3253779056507238,67
1,15,36.23820473143343,2.031508556017555,65
29,92,82.83609297508741,179.75377182019255,185
0,14,10.157593908255024,2.54736444076532,71
2,19,12.983627022868447,2.2345300345200165,40
0,7,9.649885329956213,2.8736934318464744,69
1,7,28.197354863802065,3.3293482141166426,52
1,4,36.271332129318026,4.763235221131516,77
1,5,16.15967999407237,2.4248230320843605,50
0,12,9.905370223228438,4.667772060749417,49
1,18,17.84230084886759,1.8466663283639426,52
2,8,23.474289752385,3.182844904118681,75
1,14,38.73637982540153,2.104103636813467,66
2,3,18.085415833849098,4.237870549739948,44
2,3,11.616348931313395,2.21371366939649,66
2,3,34.07225858942266,2.99528660909864,79
2,17,5.465158504962088,1.5370572378850507,77
2,15,6.9889219019518265,2.9251994893998328,58
0,6,30.830718495356763,2.2943232498906614,41
2,4,38.350891209282494,1.2091759372871245,58
1,10,5.200590519453141,3.423104925425882,77
2,13,30.647920876473123,1.6345344807317141,54
0,16,38.43275787042996,2.7016251333184274,60
0,6,10.047718468838292,3.308558174885225,61
1,5,23.929442578599147,0.7106174405432134,40
2,9,20.554768144435343,3.030054389179028,57
2,11,8.504546964208723,1.8170312888126925,54
2,9,39.36259302459733,2.7759990812957738,70
2,16,9.44441084118278,4.6822015751634165,30
2,8,17.771047713313322,1.2275779635030257,51
1,6,33.608419948068104,0.6093080635375163,51
2,7,22.67565610414133,4.706541535781638,53
0,13,8.541235819140166,3.256103882418168,78
1,17,18.27184370656152,3.640456277462296,78
2,8,32.56387774641904,2.7852401788279355,53
1,8,19.37271092837979,4.234150614274456,73
2,5,30.027946518119933,2.0564800422356013,43
0,6,38.96560210869173,1.8812783264962307,76
0,2,7.961546846522834,4.05171377168338,68
0,7,15.062830754356778,1.3793338835080944,43
1,6,9.068149630026554,1.5421361674618823,45
2,7,16.384123628512416,4.771449657858163,66
2,18,32.23281350177951,2.4143463810483237,49
1,8,7.483475336445253,2.220797295423105,72
2,3,29.089220665981937,3.4782081903600828,75
0,8,21.40086043404205,3.2090214843472147,67
1,6,22.788085328002698,1.1528754837681596,54
0,14,22.096717346638403,1.076635547311729,67
1,9,34.18183734505709,4.700617939950496,36
1,7,21.55776115802702,3.365332636278004,53
1,3,14.005875067292681,0.6521636567186799,61
2,2,28.877387939616277,1.0315796078315331,34
37,199,93.32182897108544,85.73730441072496,143
0,15,22.40046995916769,0.9742321390700773,73
0,3,9.40723870437176,0.6758838712036064,75
1,7,26.414465444731178,4.877930441754087,79
0,15,37.78205905177905,2.700601659056399,60
0,5,6.044276581680952,1.6279275147671413,58
1,15,25.327719158043777,3.565942729577051,70
2,17,24.87540328095785,3.5852609640817024,30
2,13,15.997919358182164,1.4099085074647775,36
2,9,15.195972877224438,0.8564067586850813,69
2,10,20.036004670589335,1.5334543195819044,70
1,9,38.06826935181324,0.5660603088818033,63
1,11,37.23901509182592,2.5647109141585704,65
0,3,13.607110690222877,0.8917229502100341,33
0,10,23.007446412162665,3.7209586707062607,60
0,7,30.861761952590175,3.377321464132032,57
1,7,18.890392658722543,4.1562481469793715,55
0,15,14.929471214494693,4.755036334755774,55
0,5,39.18038696857494,4.843752241496322,59
2,11,26.99567047416751,4.404377824509918,66
2,15,18.959973273374914,2.4214750568936587,79
1,18,13.065801892816463,4.2701171846166615,54
0,6,13.531995079318152,3.937956053749501,70
2,15,36.71295142714513,1.6800001233169817,35
2,16,10.823586948789332,3.2478421297659863,59
2,7,10.492189657418136,1.2922548252914832,56
0,9,15.060729045818528,1.960858966425472,79
1,13,33.91971670922317,2.45117208241133,53
2,19,9.849903443013517,3.1570140662281916,43
0,10,24.97039861145518,4.355866268116048,44
0,18,30.92957946566676,3.6045002856419934,51
0,7,39.97157926563131,2.265009054469153,78
1,2,23.991903488468573,4.315973276190201,49
2,6,5.802314011072054,4.998903543329709,63
1,8,28.07111398992752,3.0439940559724086,31
2,8,27.87042247344465,3.783000240029501,44
1,4,15.534351771851263,4.39384308405786,38
0,11,15.669914700569727,1.198428148943149,67
1,6,17.221180206462726,2.5355566786992316,71
1,15,19.40152267730172,3.177052981304,51
2,12,6.355196097674327,1.6687319827451448,40
2,10,6.982378495092178,2.140142341964239,77
2,12,15.626705291450818,4.612274296186154,38
0,10,19.458765279272278,2.4777099189042984,69
1,18,25.16314049404426,2.9634637924389997,34
0,4,21.007303537265134,2.6826984532172893,31
1,8,9.275997908682099,1.5747442475157136,76
1,17,35.777553972495284,2.6786368138413366,37
2,12,21.398640265592153,0.5636050140555062,79
13,184,95.70769240425957,140.2481278314577,133
0,18,22.66240177316325,4.831042734405365,66
2,1,38.588384246980745,1.8526233444054834,35
2,9,22.23940868071257,2.4771319785734427,55
2,2,20.978427397263083,1.9456845420652764,60
0,7,18.023988919796984,3.989064562199157,41
